UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
100654, 1,"R",904,"R",2,"R",902,"R",262,"R",0,"R",262,"R",116,"R",0,"R",116,"R",35,"R",0,"R",35,"R",266,"R",0,"R",266,"R",72,"R",0,"R",72,"R",1286,"R",2,"R",1284,"R",369,"R",0,"R",369
100654, 2,"R",904,"R",2,"R",902,"R",262,"R",0,"R",262,"R",116,"R",0,"R",116,"R",35,"R",0,"R",35,"R",266,"R",0,"R",266,"R",72,"R",0,"R",72,"R",1286,"R",2,"R",1284,"R",369,"R",0,"R",369
100663, 1,"R",844,"R",1,"R",843,"R",442,"R",14,"R",456,"R",330,"R",0,"R",330,"R",180,"R",3,"R",183,"R",1054,"R",8,"R",1046,"R",749,"R",1,"R",750,"R",2228,"R",9,"R",2219,"R",1371,"R",18,"R",1389
100663, 2,"R",828,"R",1,"R",827,"R",442,"R",1,"R",443,"R",326,"R",0,"R",326,"R",180,"R",0,"R",180,"R",1053,"R",8,"R",1045,"R",749,"R",0,"R",749,"R",2207,"R",9,"R",2198,"R",1371,"R",1,"R",1372
100663, 3,"R",16,"Z",0,"R",16,"Z",0,"R",13,"R",13,"R",4,"Z",0,"R",4,"Z",0,"R",3,"R",3,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",21,"R",0,"R",21,"R",0,"R",17,"R",17
100690, 1,"R",5,"R",0,"R",5,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",2,"R",0,"R",2
100690, 2,"R",5,"Z",0,"R",5,"R",2,"R",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",2,"R",0,"R",2
100706, 1,"R",361,"R",0,"R",361,"R",176,"R",0,"R",176,"R",202,"R",0,"R",202,"R",112,"R",0,"R",112,"R",776,"R",0,"R",776,"R",541,"R",0,"R",541,"R",1339,"R",0,"R",1339,"R",829,"R",0,"R",829
100706, 2,"R",361,"Z",0,"R",361,"R",176,"R",0,"R",176,"R",202,"Z",0,"R",202,"R",112,"R",0,"R",112,"R",776,"Z",0,"R",776,"R",541,"R",0,"R",541,"R",1339,"R",0,"R",1339,"R",829,"R",0,"R",829
100724, 1,"R",741,"R",0,"R",741,"R",209,"R",0,"R",209,"R",201,"R",0,"R",201,"R",78,"R",0,"R",78,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",951,"R",0,"R",951,"R",287,"R",0,"R",287
100724, 2,"R",741,"Z",0,"R",741,"R",209,"R",0,"R",209,"R",201,"Z",0,"R",201,"R",78,"R",0,"R",78,"R",9,"Z",0,"R",9,"R",0,"R",0,"R",0,"R",951,"R",0,"R",951,"R",287,"R",0,"R",287
100751, 1,"R",1213,"R",1,"R",1212,"R",718,"R",0,"R",718,"R",1254,"R",1,"R",1253,"R",896,"R",0,"R",896,"R",4918,"R",3,"R",4915,"R",3824,"R",0,"R",3824,"R",7385,"R",5,"R",7380,"R",5438,"R",0,"R",5438
100751, 2,"R",1213,"R",1,"R",1212,"R",718,"R",0,"R",718,"R",1254,"R",1,"R",1253,"R",896,"R",0,"R",896,"R",4918,"R",3,"R",4915,"R",3824,"R",0,"R",3824,"R",7385,"R",5,"R",7380,"R",5438,"R",0,"R",5438
100760, 4,"R",110,"Z",0,"R",110,"A",,"A",,"R",25,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",115,"Z",0,"R",115,"A",,"A",,"R",29,"R",225,"R",0,"R",225,"A",,"A",,"R",54
100830, 1,"R",325,"R",0,"R",325,"R",100,"R",0,"R",100,"R",75,"R",0,"R",75,"R",34,"R",0,"R",34,"R",226,"R",1,"R",225,"R",89,"R",0,"R",89,"R",626,"R",1,"R",625,"R",223,"R",0,"R",223
100830, 2,"R",325,"R",0,"R",325,"R",100,"R",0,"R",100,"R",75,"R",0,"R",75,"R",34,"R",0,"R",34,"R",226,"R",1,"R",225,"R",89,"R",0,"R",89,"R",626,"R",1,"R",625,"R",223,"R",0,"R",223
100858, 1,"R",672,"R",2,"R",670,"R",446,"R",0,"R",446,"R",673,"R",0,"R",673,"R",530,"R",0,"R",530,"R",3426,"R",7,"R",3419,"R",2796,"R",0,"R",2796,"R",4771,"R",9,"R",4762,"R",3772,"R",0,"R",3772
100858, 2,"R",672,"R",2,"R",670,"R",446,"R",0,"R",446,"R",673,"R",0,"R",673,"R",530,"R",0,"R",530,"R",3426,"R",7,"R",3419,"R",2796,"R",0,"R",2796,"R",4771,"R",9,"R",4762,"R",3772,"R",0,"R",3772
100937, 1,"R",93,"R",0,"R",93,"R",45,"R",0,"R",45,"R",63,"R",0,"R",63,"R",42,"R",0,"R",42,"R",193,"R",0,"R",193,"R",137,"R",0,"R",137,"R",349,"R",0,"R",349,"R",224,"R",0,"R",224
100937, 2,"R",93,"Z",0,"R",93,"R",45,"R",0,"R",45,"R",63,"Z",0,"R",63,"R",42,"R",0,"R",42,"R",193,"Z",0,"R",193,"R",137,"R",0,"R",137,"R",349,"R",0,"R",349,"R",224,"R",0,"R",224
101028, 4,"R",112,"Z",0,"R",112,"A",,"A",,"R",31,"R",20,"Z",0,"R",20,"A",,"A",,"R",10,"R",59,"Z",0,"R",59,"A",,"A",,"R",28,"R",191,"R",0,"R",191,"A",,"A",,"R",69
101116, 1,"R",9,"R",0,"R",9,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",1,"R",1,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",13,"R",0,"R",13,"R",1,"R",1,"R",2
101116, 2,"R",8,"Z",0,"R",8,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",10,"R",0,"R",10,"R",0,"R",0,"R",0
101116, 3,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",3,"R",0,"R",3,"R",1,"R",1,"R",2
101143, 4,"R",156,"Z",0,"R",156,"A",,"A",,"R",39,"R",2,"Z",0,"R",2,"A",,"A",,"R",1,"R",158,"Z",0,"R",158,"A",,"A",,"R",53,"R",316,"R",0,"R",316,"A",,"A",,"R",93
101161, 4,"R",456,"Z",0,"R",456,"A",,"A",,"R",109,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",472,"Z",0,"R",472,"A",,"A",,"R",136,"R",928,"R",0,"R",928,"A",,"A",,"R",245
101189, 1,"R",175,"R",1,"R",174,"R",51,"R",1,"R",52,"R",57,"R",0,"R",57,"R",22,"R",3,"R",25,"R",77,"R",0,"R",77,"R",37,"R",2,"R",39,"R",309,"R",1,"R",308,"R",110,"R",6,"R",116
101189, 2,"R",167,"R",1,"R",166,"R",49,"R",1,"R",50,"R",55,"R",0,"R",55,"R",22,"R",1,"R",23,"R",72,"R",0,"R",72,"R",36,"R",1,"R",37,"R",294,"R",1,"R",293,"R",107,"R",3,"R",110
101189, 3,"R",8,"Z",0,"R",8,"R",2,"R",0,"R",2,"R",2,"Z",0,"R",2,"R",0,"R",2,"R",2,"R",5,"Z",0,"R",5,"R",1,"R",1,"R",2,"R",15,"R",0,"R",15,"R",3,"R",3,"R",6
101240, 4,"R",375,"Z",0,"R",375,"A",,"A",,"R",111,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",262,"Z",0,"R",262,"A",,"A",,"R",94,"R",637,"R",0,"R",637,"A",,"A",,"R",205
101277, 4,"R",37,"Z",0,"R",37,"A",,"A",,"R",31,"R",3,"Z",0,"R",3,"A",,"A",,"R",3,"R",21,"Z",0,"R",21,"A",,"A",,"R",0,"R",61,"R",0,"R",61,"A",,"A",,"R",34
101286, 4,"R",212,"Z",0,"R",212,"A",,"A",,"R",51,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",169,"Z",0,"R",169,"A",,"A",,"R",50,"R",381,"R",0,"R",381,"A",,"A",,"R",101
101295, 4,"R",465,"Z",0,"R",465,"A",,"A",,"R",195,"R",94,"Z",0,"R",94,"A",,"A",,"R",50,"R",366,"Z",0,"R",366,"A",,"A",,"R",201,"R",925,"R",0,"R",925,"A",,"A",,"R",446
101301, 4,"R",144,"Z",0,"R",144,"A",,"A",,"R",60,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",35,"Z",0,"R",35,"A",,"A",,"R",10,"R",179,"R",0,"R",179,"A",,"A",,"R",70
101365, 1,"R",7,"R",0,"R",7,"R",0,"R",2,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8,"R",0,"R",8,"R",0,"R",2,"R",2
101365, 2,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
101365, 3,"R",6,"Z",0,"R",6,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",7,"R",0,"R",7,"R",0,"R",2,"R",2
101435, 1,"R",131,"R",0,"R",131,"R",54,"R",0,"R",54,"R",73,"R",0,"R",73,"R",37,"R",0,"R",37,"R",90,"R",0,"R",90,"R",47,"R",0,"R",47,"R",294,"R",0,"R",294,"R",138,"R",0,"R",138
101435, 2,"R",131,"Z",0,"R",131,"R",54,"R",0,"R",54,"R",73,"Z",0,"R",73,"R",37,"R",0,"R",37,"R",90,"Z",0,"R",90,"R",47,"R",0,"R",47,"R",294,"R",0,"R",294,"R",138,"R",0,"R",138
101453, 1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4,"R",0,"R",4,"R",2,"R",0,"R",2,"R",4,"R",0,"R",4,"R",2,"R",0,"R",2
101453, 2,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",2,"R",0,"R",2,"R",4,"R",0,"R",4,"R",2,"R",0,"R",2
101462, 4,"R",50,"Z",0,"R",50,"A",,"A",,"R",2,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",13,"Z",0,"R",13,"A",,"A",,"R",5,"R",63,"R",0,"R",63,"A",,"A",,"R",7
101471, 4,"R",14,"Z",0,"R",14,"A",,"A",,"R",3,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",71,"Z",0,"R",71,"A",,"A",,"R",5,"R",85,"R",0,"R",85,"A",,"A",,"R",8
101480, 1,"R",491,"R",0,"R",491,"R",198,"R",0,"R",198,"R",147,"R",0,"R",147,"R",74,"R",0,"R",74,"R",477,"R",0,"R",477,"R",298,"R",0,"R",298,"R",1115,"R",0,"R",1115,"R",570,"R",0,"R",570
101480, 2,"R",491,"Z",0,"R",491,"R",198,"R",0,"R",198,"R",147,"Z",0,"R",147,"R",74,"R",0,"R",74,"R",477,"Z",0,"R",477,"R",298,"R",0,"R",298,"R",1115,"R",0,"R",1115,"R",570,"R",0,"R",570
101505, 4,"R",460,"Z",0,"R",460,"A",,"A",,"R",121,"R",47,"Z",0,"R",47,"A",,"A",,"R",10,"R",456,"Z",0,"R",456,"A",,"A",,"R",93,"R",963,"R",0,"R",963,"A",,"A",,"R",224
101514, 4,"R",383,"R",0,"R",383,"A",,"A",,"R",139,"R",41,"R",0,"R",41,"A",,"A",,"R",35,"R",472,"R",1,"R",471,"A",,"A",,"R",191,"R",896,"R",1,"R",895,"A",,"A",,"R",365
101569, 4,"R",358,"R",1,"R",357,"A",,"A",,"R",88,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",94,"R",0,"R",94,"A",,"A",,"R",31,"R",452,"R",1,"R",451,"A",,"A",,"R",119
101587, 1,"R",277,"R",0,"R",277,"R",91,"R",4,"R",95,"R",72,"R",0,"R",72,"R",30,"R",3,"R",33,"R",111,"R",0,"R",111,"R",46,"R",1,"R",47,"R",460,"R",0,"R",460,"R",167,"R",8,"R",175
101587, 2,"R",267,"Z",0,"R",267,"R",88,"R",3,"R",91,"R",71,"Z",0,"R",71,"R",30,"R",2,"R",32,"R",103,"Z",0,"R",103,"R",43,"R",0,"R",43,"R",441,"R",0,"R",441,"R",161,"R",5,"R",166
101587, 3,"R",10,"Z",0,"R",10,"R",3,"R",1,"R",4,"R",1,"Z",0,"R",1,"R",0,"R",1,"R",1,"R",8,"Z",0,"R",8,"R",3,"R",1,"R",4,"R",19,"R",0,"R",19,"R",6,"R",3,"R",9
101602, 4,"R",74,"Z",0,"R",74,"A",,"A",,"R",74,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",204,"Z",0,"R",204,"A",,"A",,"R",46,"R",278,"R",0,"R",278,"A",,"A",,"R",120
101648, 4,"R",87,"Z",0,"R",87,"A",,"A",,"R",34,"R",13,"Z",0,"R",13,"A",,"A",,"R",6,"R",154,"Z",0,"R",154,"A",,"A",,"R",40,"R",254,"R",0,"R",254,"A",,"A",,"R",80
101675, 1,"R",279,"R",0,"R",279,"R",56,"R",0,"R",56,"R",5,"R",0,"R",5,"R",4,"R",0,"R",4,"R",20,"R",0,"R",20,"R",18,"R",0,"R",18,"R",304,"R",0,"R",304,"R",78,"R",0,"R",78
101675, 2,"R",279,"Z",0,"R",279,"R",56,"R",0,"R",56,"R",5,"Z",0,"R",5,"R",4,"R",0,"R",4,"R",20,"Z",0,"R",20,"R",18,"R",0,"R",18,"R",304,"R",0,"R",304,"R",78,"R",0,"R",78
101693, 1,"R",106,"R",0,"R",106,"R",55,"R",0,"R",55,"R",121,"R",0,"R",121,"R",71,"R",0,"R",71,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",227,"R",0,"R",227,"R",126,"R",0,"R",126
101693, 2,"R",106,"Z",0,"R",106,"R",55,"R",0,"R",55,"R",121,"Z",0,"R",121,"R",71,"R",0,"R",71,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",227,"R",0,"R",227,"R",126,"R",0,"R",126
101709, 1,"R",195,"R",0,"R",195,"R",94,"R",0,"R",94,"R",72,"R",0,"R",72,"R",30,"R",0,"R",30,"R",215,"R",0,"R",215,"R",114,"R",0,"R",114,"R",482,"R",0,"R",482,"R",238,"R",0,"R",238
101709, 2,"R",195,"Z",0,"R",195,"R",94,"R",0,"R",94,"R",72,"Z",0,"R",72,"R",30,"R",0,"R",30,"R",215,"Z",0,"R",215,"R",114,"R",0,"R",114,"R",482,"R",0,"R",482,"R",238,"R",0,"R",238
101736, 4,"R",302,"R",1,"R",301,"A",,"A",,"R",86,"R",17,"R",0,"R",17,"A",,"A",,"R",4,"R",167,"R",0,"R",167,"A",,"A",,"R",69,"R",486,"R",1,"R",485,"A",,"A",,"R",159
101879, 1,"R",491,"R",0,"R",491,"R",211,"R",0,"R",211,"R",200,"R",0,"R",200,"R",110,"R",0,"R",110,"R",414,"R",0,"R",414,"R",276,"R",0,"R",276,"R",1105,"R",0,"R",1105,"R",597,"R",0,"R",597
101879, 2,"R",491,"Z",0,"R",491,"R",211,"R",0,"R",211,"R",200,"Z",0,"R",200,"R",110,"R",0,"R",110,"R",414,"Z",0,"R",414,"R",276,"R",0,"R",276,"R",1105,"R",0,"R",1105,"R",597,"R",0,"R",597
101897, 4,"R",205,"Z",0,"R",205,"A",,"A",,"R",57,"R",11,"Z",0,"R",11,"A",,"A",,"R",5,"R",111,"Z",0,"R",111,"A",,"A",,"R",42,"R",327,"R",0,"R",327,"A",,"A",,"R",104
101912, 1,"R",177,"R",0,"R",177,"R",66,"R",0,"R",66,"R",88,"R",0,"R",88,"R",50,"R",0,"R",50,"R",101,"R",0,"R",101,"R",63,"R",0,"R",63,"R",366,"R",0,"R",366,"R",179,"R",0,"R",179
101912, 2,"R",172,"Z",0,"R",172,"R",66,"R",0,"R",66,"R",85,"Z",0,"R",85,"R",49,"R",0,"R",49,"R",100,"Z",0,"R",100,"R",63,"R",0,"R",63,"R",357,"R",0,"R",357,"R",178,"R",0,"R",178
101912, 3,"R",5,"Z",0,"R",5,"R",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",1,"R",0,"R",1,"R",1,"Z",0,"R",1,"R",0,"R",0,"R",0,"R",9,"R",0,"R",9,"R",1,"R",0,"R",1
101994, 4,"R",19,"Z",0,"R",19,"A",,"A",,"R",12,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",19,"Z",0,"R",19,"A",,"A",,"R",9,"R",38,"R",0,"R",38,"A",,"A",,"R",21
102030, 4,"R",153,"Z",0,"R",153,"A",,"A",,"R",21,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",71,"Z",0,"R",71,"A",,"A",,"R",31,"R",224,"R",0,"R",224,"A",,"A",,"R",52
102049, 1,"R",118,"R",0,"R",118,"R",76,"R",0,"R",76,"R",142,"R",0,"R",142,"R",124,"R",0,"R",124,"R",597,"R",2,"R",595,"R",483,"R",0,"R",483,"R",857,"R",2,"R",855,"R",683,"R",0,"R",683
102049, 2,"R",118,"R",0,"R",118,"R",76,"R",0,"R",76,"R",142,"R",0,"R",142,"R",124,"R",0,"R",124,"R",597,"R",2,"R",595,"R",483,"R",0,"R",483,"R",857,"R",2,"R",855,"R",683,"R",0,"R",683
102058, 1,"R",43,"R",0,"R",43,"R",9,"R",3,"R",12,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",50,"R",0,"R",50,"R",9,"R",3,"R",12
102058, 2,"R",38,"Z",0,"R",38,"R",5,"R",2,"R",7,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",0,"R",0,"R",0,"R",45,"R",0,"R",45,"R",5,"R",2,"R",7
102058, 3,"R",5,"Z",0,"R",5,"R",4,"R",1,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",4,"R",1,"R",5
102067, 4,"R",319,"Z",0,"R",319,"A",,"A",,"R",45,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",296,"Z",0,"R",296,"A",,"A",,"R",87,"R",615,"R",0,"R",615,"A",,"A",,"R",132
102076, 4,"R",238,"Z",0,"R",238,"A",,"A",,"R",103,"R",6,"Z",0,"R",6,"A",,"A",,"R",3,"R",201,"Z",0,"R",201,"A",,"A",,"R",110,"R",445,"R",0,"R",445,"A",,"A",,"R",216
102094, 1,"R",778,"R",0,"R",778,"R",353,"R",4,"R",357,"R",328,"R",0,"R",328,"R",167,"R",4,"R",171,"R",764,"R",0,"R",764,"R",452,"R",3,"R",455,"R",1870,"R",0,"R",1870,"R",972,"R",11,"R",983
102094, 2,"R",778,"Z",0,"R",778,"R",353,"R",4,"R",357,"R",326,"Z",0,"R",326,"R",167,"R",2,"R",169,"R",764,"Z",0,"R",764,"R",452,"R",3,"R",455,"R",1868,"R",0,"R",1868,"R",972,"R",9,"R",981
102094, 3,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",2,"R",2
102234, 1,"R",170,"R",2,"R",168,"R",74,"R",0,"R",74,"R",86,"R",0,"R",86,"R",43,"R",0,"R",43,"R",139,"R",1,"R",138,"R",103,"R",0,"R",103,"R",395,"R",3,"R",392,"R",220,"R",0,"R",220
102234, 2,"R",170,"R",2,"R",168,"R",74,"R",0,"R",74,"R",86,"R",0,"R",86,"R",43,"R",0,"R",43,"R",139,"R",1,"R",138,"R",103,"R",0,"R",103,"R",395,"R",3,"R",392,"R",220,"R",0,"R",220
102270, 1,"R",87,"R",1,"R",86,"R",37,"R",0,"R",37,"R",12,"R",0,"R",12,"R",3,"R",0,"R",3,"R",19,"R",0,"R",19,"R",8,"R",0,"R",8,"R",118,"R",1,"R",117,"R",48,"R",0,"R",48
102270, 2,"R",87,"R",1,"R",86,"R",37,"R",0,"R",37,"R",12,"R",0,"R",12,"R",3,"R",0,"R",3,"R",19,"R",0,"R",19,"R",8,"R",0,"R",8,"R",118,"R",1,"R",117,"R",48,"R",0,"R",48
102298, 1,"R",133,"R",0,"R",133,"R",102,"R",0,"R",102,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",22,"R",0,"R",22,"R",0,"R",0,"R",0,"R",157,"R",0,"R",157,"R",102,"R",0,"R",102
102298, 2,"R",133,"Z",0,"R",133,"R",102,"R",0,"R",102,"R",2,"Z",0,"R",2,"R",0,"R",0,"R",0,"R",22,"Z",0,"R",22,"R",0,"R",0,"R",0,"R",157,"R",0,"R",157,"R",102,"R",0,"R",102
102313, 4,"R",123,"Z",0,"R",123,"A",,"A",,"R",21,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",28,"Z",0,"R",28,"A",,"A",,"R",4,"R",151,"R",0,"R",151,"A",,"A",,"R",25
102368, 1,"R",868,"R",1,"R",867,"R",315,"R",26,"R",341,"R",275,"R",0,"R",275,"R",122,"R",0,"R",122,"R",756,"R",0,"R",756,"R",417,"R",9,"R",426,"R",1899,"R",1,"R",1898,"R",854,"R",35,"R",889
102368, 2,"R",843,"R",1,"R",842,"R",312,"R",18,"R",330,"R",271,"R",0,"R",271,"R",122,"R",0,"R",122,"R",748,"R",0,"R",748,"R",416,"R",8,"R",424,"R",1862,"R",1,"R",1861,"R",850,"R",26,"R",876
102368, 3,"R",25,"Z",0,"R",25,"R",3,"R",8,"R",11,"R",4,"Z",0,"R",4,"R",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",1,"R",1,"R",2,"R",37,"R",0,"R",37,"R",4,"R",9,"R",13
102377, 1,"R",315,"R",0,"R",315,"R",216,"R",0,"R",216,"R",198,"R",0,"R",198,"R",173,"R",0,"R",173,"R",235,"R",0,"R",235,"R",38,"R",0,"R",38,"R",748,"R",0,"R",748,"R",427,"R",0,"R",427
102377, 2,"R",315,"Z",0,"R",315,"R",216,"R",0,"R",216,"R",198,"Z",0,"R",198,"R",173,"R",0,"R",173,"R",235,"Z",0,"R",235,"R",38,"R",0,"R",38,"R",748,"R",0,"R",748,"R",427,"R",0,"R",427
102429, 4,"R",204,"Z",0,"R",204,"A",,"A",,"R",82,"R",0,"Z",0,"R",0,"A",,"A",,"R",0,"R",200,"Z",0,"R",200,"A",,"A",,"R",94,"R",404,"R",0,"R",404,"A",,"A",,"R",176
102553, 1,"R",440,"R",0,"R",440,"R",66,"R",28,"R",94,"R",114,"R",0,"R",114,"R",22,"R",10,"R",32,"R",790,"R",0,"R",790,"R",213,"R",50,"R",263,"R",1344,"R",0,"R",1344,"R",301,"R",88,"R",389
102553, 2,"R",268,"Z",0,"R",268,"R",55,"R",4,"R",59,"R",87,"Z",0,"R",87,"R",20,"R",3,"R",23,"R",591,"Z",0,"R",591,"R",194,"R",13,"R",207,"R",946,"R",0,"R",946,"R",269,"R",20,"R",289
102553, 3,"R",172,"Z",0,"R",172,"R",11,"R",24,"R",35,"R",27,"Z",0,"R",27,"R",2,"R",7,"R",9,"R",199,"Z",0,"R",199,"R",19,"R",37,"R",56,"R",398,"R",0,"R",398,"R",32,"R",68,"R",100
102580, 1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1,"R",2,"R",0,"R",2,"R",1,"R",1,"R",2
102580, 2,"R",1,"Z",0,"R",1,"R",1,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1
102580, 3,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",1,"R",0,"R",1,"R",0,"R",1,"R",1
102614, 1,"R",199,"R",0,"R",199,"R",28,"R",19,"R",47,"R",71,"R",0,"R",71,"R",17,"R",3,"R",20,"R",368,"R",0,"R",368,"R",94,"R",43,"R",137,"R",638,"R",0,"R",638,"R",139,"R",65,"R",204
102614, 2,"R",97,"Z",0,"R",97,"R",24,"R",5,"R",29,"R",44,"Z",0,"R",44,"R",15,"R",1,"R",16,"R",246,"Z",0,"R",246,"R",88,"R",9,"R",97,"R",387,"R",0,"R",387,"R",127,"R",15,"R",142
102614, 3,"R",102,"Z",0,"R",102,"R",4,"R",14,"R",18,"R",27,"Z",0,"R",27,"R",2,"R",2,"R",4,"R",122,"Z",0,"R",122,"R",6,"R",34,"R",40,"R",251,"R",0,"R",251,"R",12,"R",50,"R",62
102632, 1,"R",47,"R",0,"R",47,"R",9,"R",4,"R",13,"R",14,"R",0,"R",14,"R",2,"R",2,"R",4,"R",94,"R",0,"R",94,"R",15,"R",16,"R",31,"R",155,"R",0,"R",155,"R",26,"R",22,"R",48
102632, 2,"R",19,"Z",0,"R",19,"R",7,"R",2,"R",9,"R",6,"Z",0,"R",6,"R",2,"R",1,"R",3,"R",45,"Z",0,"R",45,"R",14,"R",3,"R",17,"R",70,"R",0,"R",70,"R",23,"R",6,"R",29
102632, 3,"R",28,"Z",0,"R",28,"R",2,"R",2,"R",4,"R",8,"Z",0,"R",8,"R",0,"R",1,"R",1,"R",49,"Z",0,"R",49,"R",1,"R",13,"R",14,"R",85,"R",0,"R",85,"R",3,"R",16,"R",19
102669, 1,"R",16,"R",0,"R",16,"R",6,"R",0,"R",6,"R",9,"R",0,"R",9,"R",5,"R",2,"R",7,"R",7,"R",0,"R",7,"R",2,"R",0,"R",2,"R",32,"R",0,"R",32,"R",13,"R",2,"R",15
102669, 2,"R",16,"Z",0,"R",16,"R",6,"R",0,"R",6,"R",9,"Z",0,"R",9,"R",5,"R",2,"R",7,"R",7,"Z",0,"R",7,"R",2,"R",0,"R",2,"R",32,"R",0,"R",32,"R",13,"R",2,"R",15
102711, 4,"R",22,"Z",0,"R",22,"A",,"A",,"R",22,"R",1,"Z",0,"R",1,"A",,"A",,"R",1,"R",76,"Z",0,"R",76,"A",,"A",,"R",62,"R",99,"R",0,"R",99,"A",,"A",,"R",85
102845, 1,"R",1353,"R",1,"R",1352,"R",5,"R",753,"R",758,"R",245,"R",0,"R",245,"R",3,"R",167,"R",170,"R",158,"R",1,"R",157,"R",2,"R",79,"R",81,"R",1756,"R",2,"R",1754,"R",10,"R",999,"R",1009
